Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
1933,-0.4474654197692871,1.5435830354690552,78.25483703613281,-0.02484228951566109,2.9224954732061716,-87.96862189853896,-2.743367,6.397594,0.0022540735,7.9365206,-6.948224,-5.945546,0.29050982,-4.6538677,-5.546904,6.9503365,-11.1289625,6.5473833,-1.7311249,-0.6523391,5.5406113,28.184614,39.960014,-50.40122,-0.6423538,-59.840744,6.4935865,14.798133,27.878407,-37.41592,33.400745,1.1470712,14.962985,18.390976,3.4063222
1934,-0.450040340423584,1.6117128133773804,78.26591491699219,-0.030778170308209295,2.929774712702299,-88.09858271452258,-2.7760093,6.4324527,0.12281068,7.9370737,-6.914225,-5.948205,0.18904638,-4.6281404,-5.429875,6.9469547,-11.046617,6.5462837,-1.619899,-0.6740252,5.740645,27.955463,40.15486,-50.01419,-0.22181249,-59.436474,6.228516,14.818586,26.993258,-37.62508,33.54433,1.4464756,13.091725,18.259787,3.0701377
1935,-0.46370527148246765,1.671525478363037,78.26997375488281,-0.03696138847161675,2.9400920793925636,-88.23342355400597,-2.8114884,6.469231,0.24761996,7.935758,-6.877876,-5.951185,0.081156634,-4.600828,-5.308097,6.943158,-10.961214,6.544898,-1.4941958,-0.6965034,5.9464474,27.69988,40.32781,-49.59986,0.24980952,-59.075676,5.95414,14.856137,26.066778,-37.797867,33.741585,1.7610297,11.333353,18.109419,2.7036586
1936,-0.47447681427001953,1.7414735555648804,78.275390625,-0.043494969268259756,2.9512938501849812,-88.37516781781176,-2.8492432,6.5073056,0.3788293,7.934743,-6.838471,-5.953506,-0.031850718,-4.570436,-5.176082,6.9391365,-10.873294,6.541694,-1.3528502,-0.71968997,6.161054,27.420244,40.47531,-49.139774,0.77815485,-58.782013,5.771099,14.83731,25.094313,-37.934166,33.978104,2.098509,9.929923,17.93961,2.2918115
1937,-0.48714545369148254,1.8176708221435547,78.28242492675781,-0.050263040068290674,2.9611600434945187,-88.52276368880145,-2.889546,6.545156,0.5151019,7.937628,-6.7971096,-5.954019,-0.14783321,-4.537296,-5.0327287,6.935012,-10.784133,6.535798,-1.1967304,-0.74338984,6.387723,27.115524,40.593616,-48.61607,1.370758,-58.578033,5.7233214,14.730861,24.074083,-38.03421,34.261223,2.4621832,8.975891,17.724411,1.7799735
1938,-0.4918886721134186,1.900667667388916,78.29025268554688,-0.057189799731360305,2.971261778447913,-88.67576973223329,-2.931086,6.5835257,0.65616775,7.9389915,-6.7519383,-5.9536033,-0.26836038,-4.5019326,-4.880835,6.931478,-10.693749,6.5282507,-1.0280533,-0.7680987,6.624111,26.786274,40.681313,-48.040424,2.0253289,-58.44376,5.7516165,14.578314,23.006912,-38.097767,34.59757,2.8475842,8.330937,17.469948,1.193541
1939,-0.49720555543899536,1.9778913259506226,78.29948425292969,-0.06518286988588777,2.9855522641862478,-88.83676678216327,-2.9758272,6.6257854,0.80478966,7.9391794,-6.7046885,-5.9540734,-0.3967941,-4.462968,-4.7209005,6.927259,-10.598431,6.5202713,-0.84682,-0.79351956,6.8653374,26.429039,40.7391,-47.44365,2.7360897,-58.343662,5.8012543,14.415567,21.899958,-38.12402,34.968487,3.2443311,7.8838615,17.220757,0.639762
1940,-0.49571144580841064,2.061873435974121,78.3117904663086,-0.07566594986335329,3.0078004032999126,-89.00849636942085,-3.0255883,6.6752195,0.96384495,7.938147,-6.6572113,-5.957265,-0.5367923,-4.4191966,-4.55331,6.9226403,-10.496277,6.513323,-0.6512749,-0.8181582,7.1062837,26.04062,40.769295,-46.858994,3.4963255,-58.242558,5.8167615,14.278766,20.767736,-38.11071,35.35111,3.636113,7.5246515,17.02195,0.22580078
1941,-0.49823644757270813,2.1373236179351807,78.324951171875,-0.08862510449404803,3.045267960189104,-89.19626711546024,-3.0839367,6.7333736,1.1388489,7.931544,-6.6063514,-5.9628177,-0.6974799,-4.370403,-4.373604,6.9172773,-10.381538,6.509548,-0.4331461,-0.8393567,7.3387065,25.61365,40.773643,-46.291348,4.313344,-58.15631,5.7921515,14.170895,19.615414,-38.05672,35.728806,4.01062,7.254647,16.894049,-0.007068289
1942,-0.5050507187843323,2.2145164012908936,78.33687591552734,-0.10388067061736429,3.093682257200735,-89.3971336212112,-3.1503012,6.798315,1.3265084,7.923836,-6.553923,-5.97,-0.8738707,-4.316945,-4.183185,6.910957,-10.257051,6.50773,-0.19289832,-0.8580939,7.5678835,25.148228,40.752808,-45.728455,5.1883755,-58.096897,5.7536826,14.07556,18.442774,-37.961327,36.110275,4.374377,7.1217875,16.806112,-0.118246205
1943,-0.5168734192848206,2.2924163341522217,78.35054016113281,-0.12107585018965115,3.1398813658560965,-89.6012845007275,-3.2139833,6.867699,1.5170159,7.916502,-6.503182,-5.9801135,-1.0493693,-4.2593694,-3.9911046,6.9045305,-10.132884,6.503975,0.058802295,-0.87971884,7.808909,24.652777,40.708576,-45.17679,6.1040683,-58.02139,5.6940866,13.999784,17.243578,-37.82343,36.512863,4.7527595,7.089583,16.728008,-0.15231927
1944,-0.5290585160255432,2.3789210319519043,78.3586654663086,-0.138977050342384,3.170637811767596,-89.79890257222651,-3.2643535,6.938241,1.700775,7.9103703,-6.456426,-5.9943724,-1.2071531,-4.1984625,-3.806366,6.898808,-10.019053,6.4943395,0.31201366,-0.9099326,8.077297,24.136223,40.64316,-44.642826,7.041722,-57.886105,5.6060715,13.950779,16.01378,-37.6409,36.952995,5.169117,7.120651,16.630232,-0.15383789
1945,-0.5470241904258728,2.4595866203308105,78.3598403930664,-0.15830208151745093,3.177756721927149,-89.98448510381763,-3.297208,7.0098715,1.8724352,7.913577,-6.4216537,-6.014284,-1.3370429,-4.1336956,-3.6362052,6.8949494,-9.923682,6.4746647,0.55849683,-0.9524454,8.3834095,23.599335,40.55807,-44.128105,8.007287,-57.68049,5.4784093,13.94485,14.745182,-37.410027,37.43046,5.623733,7.2052317,16.511412,-0.10145556
1946,-0.5609175562858582,2.545539617538452,78.36695098876953,-0.1789938398831608,3.169808639450364,-90.16424322577689,-3.317241,7.0837955,2.038224,7.920362,-6.3937182,-6.038912,-1.4489619,-4.064907,-3.4741964,6.890957,-9.839272,6.447973,0.8052508,-1.0039226,8.717292,23.038483,40.454315,-43.62847,9.004925,-57.427696,5.318626,13.973908,13.445585,-37.127796,37.93639,6.105113,7.36162,16.385487,0.01770989
1947,-0.5698381066322327,2.647909641265869,78.3722152709961,-0.20048485405159425,3.1589211524330856,-90.3458364392438,-3.3351471,7.1600547,2.204902,7.926418,-6.363942,-6.065468,-1.5601146,-3.9929185,-3.309041,6.887314,-9.753032,6.4210887,1.0665325,-1.0596563,9.063145,22.455454,40.33416,-43.141945,10.013869,-57.13477,5.1468215,14.009658,12.121967,-36.79682,38.47718,6.63494,7.599741,16.244587,0.1466459
1948,-0.5962455868721008,2.7406461238861084,78.37542724609375,-0.2225486266969948,3.1573761435538525,-90.53692575070023,-3.3629131,7.2394843,2.3787694,7.9307766,-6.325459,-6.091376,-1.6861581,-3.9177182,-3.1296449,6.882346,-9.651863,6.4008565,1.3536787,-1.1136371,9.405347,21.852716,40.200024,-42.66522,11.013231,-56.811226,4.9831514,14.023156,10.796072,-36.421646,39.056854,7.2172976,7.9241743,16.082056,0.2280403
1949,-0.6158706545829773,2.8330767154693604,78.38359832763672,-0.2458519518036822,3.171039857549822,-90.74566288462994,-3.405384,7.323389,2.5673215,7.9320836,-6.273574,-6.1164703,-1.836499,-3.838263,-2.9243073,6.8759604,-9.528241,6.391897,1.6760327,-1.1617353,9.738094,21.23314,40.051903,-42.185966,11.9971485,-56.45003,4.8332014,14.011542,9.482435,-36.004948,39.67319,7.8421674,8.390014,15.88126,0.23873737
1950,-0.6322017312049866,2.9353229999542236,78.4009780883789,-0.26988306897503317,3.1923520421644147,-90.96577995863937,-3.4555917,7.410328,2.7653162,7.93125,-6.2130847,-6.1417403,-2.0008912,-3.754944,-2.701843,6.8683386,-9.3901,6.3897634,2.024839,-1.2078862,10.071489,20.595337,39.89044,-41.708393,12.974656,-56.050343,4.686102,13.988856,8.160609,-35.54773,40.32767,8.513159,8.985129,15.650681,0.21322268
1951,-0.6487296223640442,3.0342888832092285,78.41102600097656,-0.2944976381213042,3.213707856527732,-91.18379301200815,-3.5088463,7.499105,2.9595013,7.932851,-6.1517353,-6.166958,-2.16564,-3.6694882,-2.4821556,6.860645,-9.24927,6.3875604,2.3831387,-1.2565712,10.412155,19.944378,39.719654,-41.248863,13.941142,-55.626858,4.5367312,13.950969,6.834832,-35.050465,41.017597,9.229914,9.593571,15.420475,0.17951119
1952,-0.6689268946647644,3.12805438041687,78.42007446289062,-0.3184227279445165,3.227279944934686,-91.385953579445,-3.5585794,7.587196,3.1372046,7.937268,-6.0952435,-6.1915655,-2.316828,-3.5842068,-2.2848947,6.8540897,-9.118036,6.37836,2.7355196,-1.3137408,10.767037,19.278168,39.546272,-40.829144,14.894859,-55.199097,4.3796883,13.893993,5.503819,-34.51427,41.741013,9.997473,10.102392,15.221575,0.16442929
1953,-0.6953251361846924,3.2195839881896973,78.42595672607422,-0.34207029891354385,3.231116736792095,-91.57130806269473,-3.6021037,7.6756306,3.2973683,7.9474907,-6.0498233,-6.2152705,-2.4507716,-3.4985263,-2.1137502,6.8478637,-8.998845,6.3593354,3.0827,-1.3813144,11.13418,18.599098,39.3758,-40.455593,15.831967,-54.783108,4.207544,13.8060055,4.180878,-33.937992,42.507957,10.804774,10.441789,15.071355,0.17316064
1954,-0.7221263647079468,3.324084758758545,78.43146514892578,-0.36564416543570405,3.2293751750645354,-91.74631524179485,-3.6428034,7.76517,3.4460566,7.9606166,-6.009595,-6.2384377,-2.5746405,-3.4117794,-1.9586177,6.842245,-8.886234,6.334451,3.4338136,-1.4569511,11.512016,17.906631,39.210377,-40.11864,16.750141,-54.368183,4.0246806,13.693391,2.8566399,-33.32071,43.31614,11.658696,10.692703,14.950646,0.1910543
1955,-0.7498645782470703,3.4286630153656006,78.43704223632812,-0.38844055557014134,3.223545893904168,-91.90831837302382,-3.6854875,7.8529515,3.5809386,7.9762554,-5.9681096,-6.2614436,-2.6924858,-3.3262866,-1.8189297,6.836716,-8.775942,6.30716,3.7839792,-1.5383501,11.9057255,17.209538,39.0507,-39.80796,17.640577,-53.925465,3.8437967,13.579178,1.5423298,-32.66229,44.12855,12.557063,10.940474,14.8357115,0.21481374
1956,-0.7777600288391113,3.5321860313415527,78.44501495361328,-0.40966057938339406,3.2150859673017353,-92.05470266407403,-3.7337582,7.936239,3.6998463,7.990725,-5.916961,-6.284701,-2.8079782,-3.244875,-1.6937017,6.831138,-8.6643505,6.281226,4.128311,-1.6232663,12.3206005,16.507076,38.896847,-39.519215,18.500494,-53.431507,3.6774719,13.486609,0.2568927,-31.96427,44.90545,13.4920635,11.263746,14.70318,0.24184641
1957,-0.795987069606781,3.6389682292938232,78.45339965820312,-0.427430366530762,3.2038021529767797,-92.18691518155214,-3.7878003,8.0125885,3.80389,8.004155,-5.8550797,-6.3089895,-2.9221153,-3.1698132,-1.5827923,6.825681,-8.551355,6.2566566,4.4702673,-1.7098666,12.760678,15.796852,38.749405,-39.25847,19.330618,-52.851883,3.5424116,13.419052,-1.0075382,-31.227385,45.647354,14.483559,11.683158,14.545649,0.27016547
1958,-0.8283326625823975,3.756456136703491,78.46041107177734,-0.4428969916135671,3.189078593864199,-92.30560785306008,-3.8458014,8.084469,3.8935676,8.017479,-5.7863064,-6.33398,-3.0328314,-3.099103,-1.4865669,6.8199644,-8.438318,6.231828,4.8108974,-1.7991925,13.222003,15.072239,38.6087,-39.031715,20.136772,-52.21376,3.42755,13.365045,-2.2456808,-30.451294,46.369717,15.521341,12.151709,14.376467,0.30215952
1959,-0.8643198013305664,3.872621774673462,78.4658432006836,-0.4589127937037581,3.1721151077952934,-92.40706063958457,-3.9090593,8.154444,3.9661267,8.030136,-5.7101407,-6.3578815,-3.1390674,-3.0291898,-1.4052756,6.8130507,-8.324291,6.2075653,5.1472516,-1.893386,13.696553,14.352672,38.473507,-38.823444,20.904957,-51.566906,3.3043935,13.326197,-3.452133,-29.64059,47.064705,16.578054,12.669551,14.202976,0.34327266
1960,-0.901544451713562,3.9968535900115967,78.47277069091797,-0.4791014178259349,3.1540365009261793,-92.48752987527656,-3.9832659,8.225946,4.0180545,8.049616,-5.6301165,-6.3790145,-3.241928,-2.9560986,-1.3390964,6.807134,-8.208985,6.18461,5.4750957,-1.9927565,14.177494,13.653349,38.34213,-38.618446,21.625002,-50.963173,3.1435785,13.302608,-4.617715,-28.80362,47.721012,17.618162,13.234999,14.032291,0.39852896
1961,-0.9355136156082153,4.126488208770752,78.48076629638672,-0.5052839061962162,3.1262850199208967,-92.53963045883198,-4.0626874,8.300157,4.0415626,8.082676,-5.550089,-6.392774,-3.3286715,-2.8781614,-1.2917883,6.8007245,-8.092734,6.1657047,5.792559,-2.0953155,14.674348,12.982556,38.211697,-38.396423,22.291864,-50.42659,2.9116204,13.311889,-5.738697,-27.947603,48.326794,18.627659,13.920163,13.868773,0.47292098
1962,-0.9653375744819641,4.251647472381592,78.4908447265625,-0.5358550262321733,3.091386158685311,-92.56756886639839,-4.148909,8.375332,4.040416,8.127698,-5.4692554,-6.4013762,-3.403838,-2.7972786,-1.2621095,6.794703,-7.9759903,6.1494684,6.1001973,-2.199114,15.188029,12.324322,38.08178,-38.173187,22.917019,-49.929195,2.6331391,13.347978,-6.8208966,-27.076973,48.89172,19.620138,14.703086,13.708502,0.5628168
1963,-1.0073407888412476,4.38431978225708,78.495361328125,-0.567311072971097,3.0666671009380213,-92.5845794304996,-4.2503505,8.450513,4.0294256,8.165233,-5.3769174,-6.413899,-3.490325,-2.7158427,-1.2426547,6.7871666,-7.856168,6.130607,6.4023366,-2.3035927,15.698626,11.683074,37.95461,-37.975044,23.490849,-49.42764,2.3674233,13.377851,-7.864503,-26.19552,49.430256,20.597113,15.443658,13.546214,0.65942705
1964,-1.0490756034851074,4.509848594665527,78.49798583984375,-0.5971154235446507,3.0694535959719924,-92.60409939748638,-4.3760743,8.524621,4.0234127,8.177192,-5.2631397,-6.439244,-3.6128201,-2.6358597,-1.2261322,6.780313,-7.7323594,6.1039143,6.698308,-2.409887,16.189919,11.004411,37.835953,-37.860676,24.046463,-48.92076,2.1717596,13.367282,-8.8755865,-25.30598,49.96138,21.561537,16.00176,13.374038,0.7536089
1965,-1.0878549814224243,4.649025917053223,78.50377655029297,-0.6222383741596643,3.1066553230325806,-92.64232877227406,-4.5247736,8.5982685,4.0395947,8.150766,-5.122743,-6.486606,-3.7832534,-2.5579174,-1.2001175,6.772651,-7.603664,6.066075,7.014655,-2.517346,16.648094,10.393049,37.726105,-37.79197,24.498728,-48.31601,2.07961,13.28935,-9.846534,-24.410872,50.47122,22.514887,16.335741,13.19093,0.87370175
1966,-1.1255065202713013,4.784412860870361,78.5093002319336,-0.6451174532953721,3.168286908520608,-92.6880663240455,-4.6922464,8.672112,4.0655894,8.097168,-4.9614744,-6.5491424,-3.9866438,-2.4809954,-1.172107,6.7642856,-7.4710093,6.0206246,7.321878,-2.6294382,17.096947,9.633488,37.63228,-37.86813,25.006422,-47.790985,2.0507565,13.166043,-10.797566,-23.511543,50.974598,23.451038,16.52421,12.999697,1.0115216
1967,-1.1632827520370483,4.943146705627441,78.52174377441406,-0.6698698585921359,3.245810037510074,-92.71324953987738,-4.8829722,8.743994,4.072179,8.035509,-4.7864227,-6.611776,-4.2063518,-2.4070086,-1.1642888,6.7553368,-7.3339744,5.972927,7.628356,-2.738156,17.533377,8.966584,37.545086,-37.937862,25.407442,-47.203255,2.0418408,13.042187,-11.691414,-22.611263,51.444683,24.361925,16.59794,12.800818,1.1111807
1968,-1.1997169256210327,5.093043804168701,78.53157043457031,-0.6999063989669773,3.330935432558087,-92.68993688852639,-5.1030383,8.811623,4.0301285,7.987661,-4.6061797,-6.6597357,-4.425242,-2.3372307,-1.1989317,6.746552,-7.193397,5.928156,7.8937526,-2.8436642,17.972267,8.324554,37.463753,-38.00753,25.76435,-46.633633,2.0086493,12.960774,-12.532034,-21.712706,51.90401,25.237936,16.59456,12.595557,1.1117247
1969,-1.2388427257537842,5.2345967292785645,78.54012298583984,-0.7371727144091756,3.4171495210015888,-92.59854346034689,-5.3511395,8.87356,3.9222853,7.9612794,-4.423596,-6.6886406,-4.630856,-2.2738051,-1.2906497,6.73786,-7.047514,5.8881063,8.106556,-2.944087,18.419111,7.7275243,37.3862,-38.058334,26.060251,-46.057278,1.9431998,12.942263,-13.306787,-20.817553,52.350666,26.067356,16.495378,12.37969,0.9572253
1970,-1.2842698097229004,5.372323989868164,78.54837799072266,-0.7782615717642085,3.510319641733266,-92.45795998329118,-5.6244683,8.930203,3.7679338,7.9431024,-4.2335534,-6.7072744,-4.8341103,-2.2157826,-1.4245888,6.728116,-6.8964653,5.84948,8.281337,-3.0419822,18.86812,7.178553,37.31168,-38.099964,26.287891,-45.461647,1.8690176,12.960094,-14.022322,-19.926373,52.78261,26.854061,16.290455,12.154886,0.6914379
1971,-1.326724886894226,5.522330284118652,78.56846618652344,-0.8183336278121172,3.621201814963266,-92.29818534227289,-5.9245787,8.980322,3.5931792,7.9194236,-4.0295243,-6.7205014,-5.0553675,-2.162126,-1.5784385,6.7182827,-6.7437243,5.810309,8.428927,-3.144188,19.313509,6.5967865,37.24206,-38.186275,26.515947,-44.933014,1.7879483,12.988593,-14.706464,-19.041365,53.210907,27.621914,16.028923,11.930306,0.40590727
1972,-1.379522681236267,5.675638198852539,78.57626342773438,-0.8543355831897651,3.7601942371893555,-92.14924019843654,-6.2514315,9.02466,3.423696,7.8727627,-3.8031533,-6.733029,-5.313849,-2.110335,-1.7301944,6.7081037,-6.592454,5.7686987,8.585834,-3.251146,19.739115,6.1250916,37.169533,-38.2432,26.652424,-44.393814,1.7040718,13.002899,-15.361337,-18.166706,53.62115,28.389303,15.7556715,11.714181,0.19444446
1973,-1.4221205711364746,5.835630416870117,78.58049774169922,-0.8833189930485063,3.935744415303141,-92.02051872684706,-6.6151924,9.061121,3.2663932,7.8034453,-3.5523129,-6.744532,-5.622854,-2.062452,-1.8742973,6.696927,-6.442664,5.7254744,8.733811,-3.3698528,20.150648,5.571669,37.099583,-38.385384,26.83735,-43.97273,1.605503,12.985557,-16.00837,-17.303833,54.029236,29.160437,15.44973,11.497332,0.085403234
1974,-1.4688031673431396,6.013103008270264,78.5816650390625,-0.9088389794325261,4.1399697349485445,-91.89562429827953,-7.0065107,9.09136,3.107946,7.7080073,-3.2756329,-6.753519,-5.9694524,-2.018728,-2.0226166,6.686428,-6.2939453,5.681441,8.884259,-3.4924557,20.546858,5.0730257,37.02593,-38.533283,26.967596,-43.556873,1.4950123,12.954897,-16.622032,-16.455206,54.41589,29.921545,15.095907,11.278917,0.029041097
1975,-1.5070244073867798,6.181125164031982,78.58722686767578,-0.9379751935336678,4.358727371515835,-91.76582799402418,-7.4182262,9.123262,2.9403303,7.6093264,-2.9903898,-6.763041,-6.3325458,-1.9739256,-2.1791303,6.6750135,-6.1449013,5.6349354,9.021689,-3.6090572,20.934574,4.5698037,36.94983,-38.70873,27.08806,-43.22397,1.3915787,12.933157,-17.211367,-15.6229315,54.81029,30.66963,14.762507,11.078641,-0.0058627618
1976,-1.5394716262817383,6.347959518432617,78.58708190917969,-0.9756898000355143,4.577988496991074,-91.62235065921398,-7.8346305,9.16142,2.757659,7.5138216,-2.7055376,-6.7756186,-6.6921587,-1.9238228,-2.3475502,6.663458,-5.995295,5.5842204,9.145355,-3.7101576,21.31676,4.097615,36.869358,-38.880844,27.173994,-42.9794,1.3154728,12.943604,-17.77471,-14.809741,55.22658,31.399525,14.517394,10.916774,-0.048657164
1977,-1.572485089302063,6.510439395904541,78.58200073242188,-1.0330904112064954,4.79616180230977,-91.45664814795914,-8.423653,9.223402,2.5207741,7.7733808,-2.6067834,-6.7924376,-7.0435047,-1.8568587,-2.5375943,6.6521325,-5.8473063,5.524457,9.251667,-3.7813158,21.689306,3.6763513,36.783398,-39.035507,27.203665,-42.857876,1.2746689,13.018326,-18.310232,-14.018605,55.67498,32.110847,14.413201,10.805219,-0.11920344
1978,-1.6129275560379028,6.66867733001709,78.5795669555664,-1.110829125865111,5.019580192855718,-91.27653267446452,-9.191609,9.307655,2.2344956,8.3853445,-2.6906288,-6.8121743,-7.3965235,-1.7719615,-2.7456055,6.640892,-5.70064,5.458237,9.342292,-3.8247576,22.05245,3.2906523,36.692272,-39.18532,27.189642,-42.84013,1.2579857,13.13562,-18.817394,-13.250844,56.14761,32.80209,14.402594,10.730968,-0.19727857
1979,-1.6660358905792236,6.839602470397949,78.57159423828125,-1.192701823741903,5.246492584128142,-91.09665733423401,-9.937304,9.392314,1.9507692,8.941411,-2.7430344,-6.837408,-7.7537823,-1.6836561,-2.954632,6.6287823,-5.550503,5.3939524,9.422848,-3.8615992,22.414383,2.939109,36.59503,-39.328773,27.148544,-42.84046,1.256925,13.238381,-19.298592,-12.506349,56.6319,33.46728,14.404434,10.676513,-0.25220075
1980,-1.6989824771881104,7.003057956695557,78.5660171508789,-1.2779491862872607,5.473948705019349,-90.9325219683964,-10.656958,9.481443,1.6858015,9.447243,-2.7719412,-6.8713846,-8.117143,-1.5907515,-3.151479,6.617027,-5.393922,5.338883,9.500287,-3.8973618,22.780636,2.6409125,36.489384,-39.452057,27.083826,-42.758717,1.263553,13.269394,-19.753872,-11.784178,57.114002,34.102875,14.33408,10.624682,-0.2530864
1981,-1.7411880493164062,7.173351287841797,78.55128479003906,-1.369289599212206,5.701502713617644,-90.7847773582094,-11.360813,9.5800495,1.4398556,9.92335,-2.7850912,-6.9168468,-8.486285,-1.4897963,-3.3375304,6.603781,-5.2264967,5.295618,9.569011,-3.9319053,23.152683,2.3853364,36.373936,-39.55499,27.01143,-42.558434,1.2824354,13.183699,-20.191391,-11.083182,57.59218,34.706192,14.21736,10.577082,-0.17297821
1982,-1.7757316827774048,7.342216968536377,78.5406723022461,-1.4673466193083136,5.930510117673214,-90.64622860731804,-12.0581875,9.686833,1.2032174,10.383079,-2.7889483,-6.9713745,-8.861593,-1.3809913,-3.5186067,6.5906534,-5.051223,5.2597837,9.628136,-3.9616277,23.526888,2.1748035,36.248035,-39.639122,26.921318,-42.28925,1.3146586,13.0215,-20.60965,-10.403473,58.073017,35.282864,14.081969,10.54049,-0.03445292
1983,-1.8088006973266602,7.511744022369385,78.52806091308594,-1.566447563324007,6.161371392875205,-90.52049432052962,-12.743664,9.79465,0.9778601,10.8217,-2.7854404,-7.029191,-9.241731,-1.2702968,-3.6878588,6.5773835,-4.8749804,5.228466,9.686641,-3.9879014,23.902508,2.0011911,36.11348,-39.72057,26.80842,-42.01553,1.3473008,12.853393,-20.997988,-9.744875,58.559177,35.835857,13.851593,10.505238,0.11809841
1984,-1.846142053604126,7.674976348876953,78.50935363769531,-1.661594456001192,6.394818942046928,-90.41130520957233,-13.413957,9.897569,0.7652834,11.238529,-2.7780094,-7.0844336,-9.626417,-1.1626302,-3.8386562,6.564578,-4.7043815,5.19838,9.755126,-4.0113735,24.278444,1.8635418,35.972767,-39.81171,26.662106,-41.797153,1.3686271,12.750604,-21.345594,-9.107508,59.05239,36.36878,13.450479,10.46155,0.24021393
1985,-1.8820569515228271,7.842553615570068,78.48918151855469,-1.752630737998553,6.632012835929843,-90.3179305871689,-14.069869,9.99423,0.56320417,11.6310425,-2.7662408,-7.1363826,-10.017049,-1.0588869,-3.9691615,6.552194,-4.5425673,5.170312,9.837075,-4.0306883,24.65602,1.7572187,35.828396,-39.921272,26.479546,-41.654312,1.3743329,12.748901,-21.646175,-8.491952,59.55598,36.883972,12.7355385,10.405335,0.34222528
1986,-1.9234004020690918,7.999878406524658,78.46150207519531,-1.842636838413237,6.872160153725492,-90.23897693365734,-14.714234,10.088957,0.37137467,12.003064,-2.7497633,-7.187428,-10.413206,-0.9556623,-4.0831046,6.540032,-4.3857055,5.14524,9.928034,-4.0454,25.035564,1.6912035,35.68073,-40.037174,26.259632,-41.54968,1.3717427,12.805292,-21.907759,-7.8992004,60.06733,37.37796,11.789706,10.34144,0.43990916
1987,-1.9427077770233154,8.1637601852417,78.45091247558594,-1.930589950331274,7.113069729318771,-90.17692288221535,-15.342606,10.18272,0.19514816,12.355165,-2.7289758,-7.235583,-10.812177,-0.85253614,-4.1819844,6.528869,-4.229702,5.120506,10.023224,-4.058886,25.415617,1.6588863,35.53055,-40.15699,26.012442,-41.477116,1.3666321,12.872207,-22.137281,-7.329314,60.58005,37.846607,10.868128,10.274941,0.49722072
1988,-1.9678575992584229,8.321189880371094,78.43064880371094,-2.014853916817309,7.352031940664381,-90.13407884010853,-15.949656,10.275557,0.04046466,12.686879,-2.7035103,-7.278613,-11.210129,-0.75041914,-4.2670417,6.517051,-4.0689683,5.093816,10.118422,-4.075308,25.794497,1.6545408,35.378586,-40.277687,25.747854,-41.429905,1.3644875,12.902004,-22.345861,-6.782359,61.089325,38.287388,10.230568,10.212886,0.47888064
1989,-2.000426769256592,8.478646278381348,78.40835571289062,-2.0958532745446132,7.59074085820043,-90.11246447241797,-16.542648,10.368684,-0.09163044,13.009656,-2.6755052,-7.313044,-11.6091385,-0.64835083,-4.3386664,6.504865,-3.9013743,5.06303,10.2110615,-4.0955,26.170368,1.6895818,35.22537,-40.39153,25.453928,-41.411198,1.3653636,12.888924,-22.536783,-6.2594976,61.605495,38.694626,9.947866,10.16163,0.35414907
1990,-2.027958869934082,8.621935844421387,78.39324951171875,-2.1746225446961827,7.8297461939354385,-90.11035288992193,-17.116888,10.4621315,-0.20324336,13.309453,-2.6411335,-7.340174,-12.010857,-0.5460189,-4.3962636,6.494047,-3.730293,5.029923,10.303267,-4.1173835,26.545002,1.7620357,35.07185,-40.501938,25.129847,-41.424305,1.3669127,12.855845,-22.704569,-5.7611876,62.128475,39.069008,9.881231,10.116821,0.14929433
1991,-2.0445423126220703,8.76314926147461,78.37638854980469,-2.2498120079276225,8.06501643182323,-90.12449952333075,-17.667421,10.554088,-0.29618287,13.584572,-2.6026733,-7.3646913,-12.40912,-0.44550484,-4.4395504,6.4820046,-3.5585518,4.998051,10.3989725,-4.141839,26.92101,1.8519998,34.91886,-40.620697,24.798569,-41.456886,1.3710268,12.798637,-22.849894,-5.286719,62.63743,39.424282,9.973634,10.068921,-0.08417986
1992,-2.060616970062256,8.91010570526123,78.3553695678711,-2.3172551216269874,8.292923589510783,-90.15088852190877,-18.191566,10.640439,-0.3720527,13.83751,-2.5658817,-7.3916407,-12.801703,-0.35198352,-4.4676447,6.4737134,-3.3924663,4.971207,10.503045,-4.1718206,27.301361,1.9393762,34.76652,-40.761097,24.48361,-41.496613,1.3794478,12.713281,-22.969906,-4.833602,63.1072,39.77137,10.164943,10.008583,-0.29493126
